,Airlines_Name,Date Of Journey,Source,Destination,Arival,Departure,No. Of Stoppage,Price
301,IndiGo,27-Apr-2022,Goa,New Delhi,21:05,03:30,1,"7,028"
302,Go First,27-Apr-2022,Goa,New Delhi,18:25,23:45,1,"7,489"
303,Go First,27-Apr-2022,Goa,New Delhi,18:25,00:50,1,"7,489"
304,Go First,27-Apr-2022,Goa,New Delhi,13:15,20:05,1,"7,489"
305,Go First,27-Apr-2022,Goa,New Delhi,06:40,15:55,1,"7,489"
306,Go First,27-Apr-2022,Goa,New Delhi,13:15,22:55,1,"7,489"
307,Air Asia,27-Apr-2022,Goa,New Delhi,01:20,08:55,1,"7,573"
308,IndiGo,27-Apr-2022,Goa,New Delhi,02:05,07:15,1,"7,778"
309,IndiGo,27-Apr-2022,Goa,New Delhi,07:20,13:55,1,"7,778"
310,IndiGo,27-Apr-2022,Goa,New Delhi,18:10,00:45,1,"7,778"
311,IndiGo,27-Apr-2022,Goa,New Delhi,02:05,09:15,1,"7,778"
312,SpiceJet,27-Apr-2022,Goa,New Delhi,03:45,18:20,1,"7,803"
313,SpiceJet,27-Apr-2022,Goa,New Delhi,03:45,21:55,1,"7,803"
314,Go First,27-Apr-2022,Goa,New Delhi,18:25,02:20,1,"7,909"
315,Go First,27-Apr-2022,Goa,New Delhi,06:40,16:50,1,"7,909"
316,Air Asia,27-Apr-2022,Goa,New Delhi,18:30,01:10,2,"8,072"
317,Go First,27-Apr-2022,Goa,New Delhi,17:10,22:55,1,"8,223"
318,Go First,27-Apr-2022,Goa,New Delhi,17:10,23:45,1,"8,223"
319,Go First,27-Apr-2022,Goa,New Delhi,17:10,00:50,1,"8,223"
320,SpiceJet,27-Apr-2022,Goa,New Delhi,03:45,09:35,1,"8,433"
321,Air India,27-Apr-2022,Goa,New Delhi,06:50,12:20,1,"8,467"
322,IndiGo,27-Apr-2022,Goa,New Delhi,13:10,18:10,1,"8,529"
323,IndiGo,27-Apr-2022,Goa,New Delhi,13:10,19:25,1,"8,529"
324,Go First,27-Apr-2022,Goa,New Delhi,22:15,08:20,1,"8,553"
325,SpiceJet,27-Apr-2022,Goa,New Delhi,21:55,08:35,1,"8,572"
326,SpiceJet,27-Apr-2022,Goa,New Delhi,13:30,21:55,1,"8,643"
327,Go First,27-Apr-2022,Goa,New Delhi,17:10,02:20,1,"8,643"
328,SpiceJet,27-Apr-2022,Goa,New Delhi,13:30,03:00,1,"8,643"
329,SpiceJet,27-Apr-2022,Goa,New Delhi,21:05,08:40,1,"8,676"
330,Vistara,27-Apr-2022,Goa,New Delhi,14:40,20:20,1,"8,677"
331,Vistara,27-Apr-2022,Goa,New Delhi,14:40,21:35,1,"8,677"
332,Vistara,27-Apr-2022,Goa,New Delhi,14:40,22:25,1,"8,677"
333,Air India,27-Apr-2022,Goa,New Delhi,06:50,18:20,1,"8,677"
334,Air India,27-Apr-2022,Goa,New Delhi,06:50,20:10,1,"8,677"
335,Air India,27-Apr-2022,Goa,New Delhi,06:50,21:15,1,"8,677"
336,Vistara,27-Apr-2022,Goa,New Delhi,14:40,09:40,1,"8,677"
337,Vistara,27-Apr-2022,Goa,New Delhi,14:40,10:40,1,"8,677"
338,Vistara,27-Apr-2022,Goa,New Delhi,14:25,17:05,0,"8,782"
339,IndiGo,27-Apr-2022,Goa,New Delhi,16:30,22:55,1,"8,834"
340,IndiGo,27-Apr-2022,Goa,New Delhi,14:40,22:00,1,"8,834"
341,Vistara,27-Apr-2022,Goa,New Delhi,14:40,12:40,1,"8,887"
342,Vistara,27-Apr-2022,Goa,New Delhi,14:40,14:10,1,"8,887"
343,SpiceJet,27-Apr-2022,Goa,New Delhi,17:35,03:00,1,"8,959"
344,Air India,27-Apr-2022,Goa,New Delhi,06:50,15:15,1,"8,992"
345,Air India,27-Apr-2022,Goa,New Delhi,23:10,11:10,2,"8,992"
346,Air India,27-Apr-2022,Goa,New Delhi,06:50,19:10,2,"8,992"
347,Air India,27-Apr-2022,Goa,New Delhi,23:10,18:20,1,"8,992"
348,Air India,27-Apr-2022,Goa,New Delhi,23:10,19:10,2,"8,992"
349,Air India,27-Apr-2022,Goa,New Delhi,23:10,20:10,1,"8,992"
350,Go First,27-Apr-2022,Goa,New Delhi,06:40,12:10,1,"9,063"
351,Go First,27-Apr-2022,Goa,New Delhi,00:05,10:25,1,"9,063"
352,Vistara,27-Apr-2022,Goa,New Delhi,14:40,23:50,1,"9,202"
353,IndiGo,27-Apr-2022,Goa,New Delhi,16:30,21:40,1,"9,280"
354,IndiGo,27-Apr-2022,Goa,New Delhi,19:50,01:45,1,"9,280"
355,SpiceJet,27-Apr-2022,Goa,New Delhi,13:30,09:35,1,"9,379"
356,SpiceJet,27-Apr-2022,Goa,New Delhi,13:30,22:15,1,"9,462"
357,Air India,27-Apr-2022,Goa,New Delhi,23:10,09:05,1,"9,517"
358,SpiceJet,27-Apr-2022,Goa,New Delhi,07:50,22:50,1,"9,594"
359,Air India,27-Apr-2022,Goa,New Delhi,15:15,20:10,1,"9,622"
360,Air India,27-Apr-2022,Goa,New Delhi,15:15,21:15,1,"9,622"
361,SpiceJet,27-Apr-2022,Goa,New Delhi,17:35,09:35,1,"9,693"
362,Air India,27-Apr-2022,Goa,New Delhi,23:10,15:15,1,"10,042"
363,Vistara,27-Apr-2022,Goa,New Delhi,13:20,00:10,1,"10,462"
364,Vistara,27-Apr-2022,Goa,New Delhi,13:20,00:55,1,"10,462"
365,Air India,27-Apr-2022,Goa,New Delhi,23:10,10:15,1,"10,567"
366,Air India,27-Apr-2022,Goa,New Delhi,23:10,12:20,1,"10,567"
367,Vistara,27-Apr-2022,Goa,New Delhi,13:20,18:05,1,"10,672"
368,Vistara,27-Apr-2022,Goa,New Delhi,13:20,23:00,1,"10,672"
369,Vistara,27-Apr-2022,Goa,New Delhi,13:20,19:45,1,"10,987"
370,Vistara,27-Apr-2022,Goa,New Delhi,13:20,20:40,1,"10,987"
371,Vistara,27-Apr-2022,Goa,New Delhi,13:20,21:55,1,"10,987"
372,Vistara,27-Apr-2022,Goa,New Delhi,14:40,22:45,2,"11,302"
373,Air Asia,27-Apr-2022,Goa,New Delhi,07:10,14:20,2,"11,412"
374,SpiceJet,27-Apr-2022,Goa,New Delhi,13:30,10:25,1,"11,666"
375,Air Asia,27-Apr-2022,Goa,New Delhi,19:55,03:20,2,"11,893"
376,Air Asia,27-Apr-2022,Goa,New Delhi,18:30,03:20,2,"11,893"
377,Vistara,27-Apr-2022,Goa,New Delhi,14:40,09:00,2,"12,037"
378,Vistara,27-Apr-2022,Goa,New Delhi,14:40,12:30,2,"12,037"
379,Vistara,27-Apr-2022,Goa,New Delhi,14:40,15:40,2,"12,037"
380,Vistara,27-Apr-2022,Goa,New Delhi,14:40,19:55,2,"12,037"
381,Vistara,27-Apr-2022,Goa,New Delhi,13:20,16:45,2,"12,533"
382,Air India,27-Apr-2022,Goa,New Delhi,06:50,19:50,2,"13,087"
383,Vistara,27-Apr-2022,Goa,New Delhi,14:40,22:45,2,"13,121"
384,Air India,27-Apr-2022,Goa,New Delhi,06:50,15:40,2,"13,402"
385,Vistara,27-Apr-2022,Goa,New Delhi,14:40,12:30,2,"13,856"
386,Vistara,27-Apr-2022,Goa,New Delhi,14:40,15:40,2,"13,856"
387,Vistara,27-Apr-2022,Goa,New Delhi,13:20,16:30,2,"14,024"
388,Vistara,27-Apr-2022,Goa,New Delhi,13:20,09:00,2,"14,347"
389,Vistara,27-Apr-2022,Goa,New Delhi,13:20,09:00,2,"14,347"
390,Vistara,27-Apr-2022,Goa,New Delhi,13:20,12:30,2,"14,347"
391,Vistara,27-Apr-2022,Goa,New Delhi,13:20,12:30,2,"14,347"
392,Vistara,27-Apr-2022,Goa,New Delhi,13:20,12:30,2,"14,347"
393,Vistara,27-Apr-2022,Goa,New Delhi,13:20,15:40,2,"14,347"
394,SpiceJet,27-Apr-2022,Goa,New Delhi,13:40,19:45,1,"14,662"
395,Vistara,27-Apr-2022,Goa,New Delhi,13:20,21:35,2,"15,187"
396,Go First,27-Apr-2022,Goa,New Delhi,00:05,08:00,1,"15,783"
397,Air India,27-Apr-2022,Goa,New Delhi,06:50,19:50,2,"16,237"
398,SpiceJet,27-Apr-2022,Goa,New Delhi,13:40,08:50,1,"16,656"
399,Air India,27-Apr-2022,Goa,New Delhi,15:15,23:20,2,"17,865"
400,Air Asia,27-Apr-2022,New Delhi,Pune,15:30,17:25,0,"7,319"
401,IndiGo,27-Apr-2022,New Delhi,Pune,04:55,06:55,0,"7,319"
402,SpiceJet,27-Apr-2022,New Delhi,Pune,09:20,11:20,0,"7,319"
403,IndiGo,27-Apr-2022,New Delhi,Pune,23:20,01:20,0,"7,319"
404,IndiGo,27-Apr-2022,New Delhi,Pune,08:30,10:35,0,"7,319"
405,Go First,27-Apr-2022,New Delhi,Pune,09:30,11:40,0,"7,319"
406,Go First,27-Apr-2022,New Delhi,Pune,16:45,18:55,0,"7,319"
407,Go First,27-Apr-2022,New Delhi,Pune,19:50,22:00,0,"7,319"
408,IndiGo,27-Apr-2022,New Delhi,Pune,02:00,04:15,0,"7,319"
409,Go First,27-Apr-2022,New Delhi,Pune,18:20,20:35,0,"7,319"
410,Air Asia,27-Apr-2022,New Delhi,Pune,22:50,01:05,0,"7,319"
411,SpiceJet,27-Apr-2022,New Delhi,Pune,17:05,19:25,0,"7,319"
412,IndiGo,27-Apr-2022,New Delhi,Pune,00:15,04:25,1,"7,319"
413,IndiGo,27-Apr-2022,New Delhi,Pune,21:45,02:40,1,"7,319"
414,IndiGo,27-Apr-2022,New Delhi,Pune,18:45,00:15,1,"7,319"
415,IndiGo,27-Apr-2022,New Delhi,Pune,06:50,13:00,1,"7,319"
416,Go First,27-Apr-2022,New Delhi,Pune,05:45,13:05,1,"7,319"
417,SpiceJet,27-Apr-2022,New Delhi,Pune,09:35,16:55,1,"7,319"
418,SpiceJet,27-Apr-2022,New Delhi,Pune,06:40,14:10,1,"7,319"
419,IndiGo,27-Apr-2022,New Delhi,Pune,15:50,00:15,1,"7,319"
420,IndiGo,27-Apr-2022,New Delhi,Pune,21:15,05:45,1,"7,319"
421,IndiGo,27-Apr-2022,New Delhi,Pune,19:30,05:45,1,"7,319"
422,IndiGo,27-Apr-2022,New Delhi,Pune,16:15,02:40,1,"7,319"
423,SpiceJet,27-Apr-2022,New Delhi,Pune,20:00,07:30,1,"7,319"
424,Go First,27-Apr-2022,New Delhi,Pune,05:50,19:35,1,"7,319"
425,SpiceJet,27-Apr-2022,New Delhi,Pune,05:45,21:25,1,"7,319"
426,Go First,27-Apr-2022,New Delhi,Pune,21:25,13:05,1,"7,319"
427,SpiceJet,27-Apr-2022,New Delhi,Pune,17:00,14:10,1,"7,319"
428,SpiceJet,27-Apr-2022,New Delhi,Pune,18:55,16:55,1,"7,319"
429,SpiceJet,27-Apr-2022,New Delhi,Pune,18:25,21:25,1,"7,319"
430,Air India,27-Apr-2022,New Delhi,Pune,04:55,07:00,0,"7,320"
431,IndiGo,27-Apr-2022,New Delhi,Pune,19:35,04:25,1,"7,739"
432,IndiGo,27-Apr-2022,New Delhi,Pune,17:20,02:30,1,"7,739"
433,Vistara,27-Apr-2022,New Delhi,Pune,08:40,10:40,0,"8,370"
434,Vistara,27-Apr-2022,New Delhi,Pune,14:15,16:20,0,"8,370"
435,IndiGo,27-Apr-2022,New Delhi,Pune,22:15,04:25,1,"8,999"
436,IndiGo,27-Apr-2022,New Delhi,Pune,05:20,13:20,1,"8,999"
437,Vistara,27-Apr-2022,New Delhi,Pune,20:45,23:00,0,"9,000"
438,IndiGo,27-Apr-2022,New Delhi,Pune,13:35,15:40,0,"9,104"
439,IndiGo,27-Apr-2022,New Delhi,Pune,17:55,20:05,0,"9,419"
440,Vistara,27-Apr-2022,New Delhi,Pune,17:35,19:45,0,"9,578"
441,Go First,27-Apr-2022,New Delhi,Pune,19:15,22:35,1,"10,384"
442,IndiGo,27-Apr-2022,New Delhi,Pune,21:05,23:05,0,"10,469"
443,IndiGo,27-Apr-2022,New Delhi,Pune,06:40,17:15,1,"10,679"
444,Go First,27-Apr-2022,New Delhi,Pune,16:45,22:30,1,"10,862"
445,Air India,27-Apr-2022,New Delhi,Pune,16:10,18:10,0,"11,310"
446,IndiGo,27-Apr-2022,New Delhi,Pune,13:35,22:05,1,"11,519"
447,Air Asia,27-Apr-2022,New Delhi,Pune,08:10,14:15,1,"13,515"
448,IndiGo,27-Apr-2022,New Delhi,Pune,17:20,22:05,1,"13,672"
449,Go First,27-Apr-2022,New Delhi,Pune,20:30,06:45,1,"13,934"
450,IndiGo,27-Apr-2022,New Delhi,Pune,17:15,23:35,1,"14,459"
451,IndiGo,27-Apr-2022,New Delhi,Pune,09:55,17:15,1,"14,459"
452,IndiGo,27-Apr-2022,New Delhi,Pune,07:55,17:15,1,"14,459"
453,IndiGo,27-Apr-2022,New Delhi,Pune,13:25,23:30,1,"14,722"
454,IndiGo,27-Apr-2022,New Delhi,Pune,12:45,23:30,1,"14,722"
455,IndiGo,27-Apr-2022,New Delhi,Pune,12:45,17:15,1,"15,037"
456,IndiGo,27-Apr-2022,New Delhi,Pune,18:00,23:30,1,"15,037"
457,IndiGo,27-Apr-2022,New Delhi,Pune,15:00,23:35,1,"15,299"
458,IndiGo,27-Apr-2022,New Delhi,Pune,15:00,23:30,1,"15,457"
459,SpiceJet,27-Apr-2022,New Delhi,Pune,20:00,10:50,1,"16,088"
460,SpiceJet,27-Apr-2022,New Delhi,Pune,19:55,14:40,1,"16,583"
461,SpiceJet,27-Apr-2022,New Delhi,Pune,15:10,14:40,1,"16,583"
462,Air India,27-Apr-2022,New Delhi,Pune,21:15,12:10,2,"19,677"
463,Air India,27-Apr-2022,New Delhi,Pune,20:00,12:10,2,"19,677"
464,Air India,27-Apr-2022,New Delhi,Pune,19:00,12:10,2,"19,677"
465,Air India,27-Apr-2022,New Delhi,Pune,17:50,12:10,3,"19,677"
466,IndiGo,27-Apr-2022,Pune,New Delhi,02:00,04:10,0,"7,623"
467,Go First,27-Apr-2022,Pune,New Delhi,12:15,14:25,0,"7,623"
468,SpiceJet,27-Apr-2022,Pune,New Delhi,17:35,19:45,0,"7,623"
469,Go First,27-Apr-2022,Pune,New Delhi,19:35,21:45,0,"7,623"
470,IndiGo,27-Apr-2022,Pune,New Delhi,20:50,23:00,0,"7,623"
471,Go First,27-Apr-2022,Pune,New Delhi,21:15,23:25,0,"7,623"
472,Air India,27-Apr-2022,Pune,New Delhi,18:50,21:05,0,"7,623"
473,Go First,27-Apr-2022,Pune,New Delhi,22:35,01:00,0,"7,623"
474,Air Asia,27-Apr-2022,Pune,New Delhi,17:55,20:25,0,"7,623"
475,Go First,27-Apr-2022,Pune,New Delhi,05:50,09:10,1,"7,623"
476,SpiceJet,27-Apr-2022,Pune,New Delhi,14:45,20:50,1,"7,623"
477,SpiceJet,27-Apr-2022,Pune,New Delhi,15:15,00:35,1,"7,623"
478,Go First,27-Apr-2022,Pune,New Delhi,22:50,08:45,1,"7,623"
479,SpiceJet,27-Apr-2022,Pune,New Delhi,22:30,08:55,1,"7,623"
480,Go First,27-Apr-2022,Pune,New Delhi,20:05,08:45,1,"7,623"
481,SpiceJet,27-Apr-2022,Pune,New Delhi,14:45,10:35,1,"7,623"
482,SpiceJet,27-Apr-2022,Pune,New Delhi,22:30,00:25,1,"7,623"
483,Air Asia,27-Apr-2022,Pune,New Delhi,01:35,03:45,0,"7,991"
484,SpiceJet,27-Apr-2022,Pune,New Delhi,15:15,08:35,1,"8,043"
485,IndiGo,27-Apr-2022,Pune,New Delhi,00:10,02:10,0,"8,148"
486,IndiGo,27-Apr-2022,Pune,New Delhi,16:20,18:20,0,"8,148"
487,Vistara,27-Apr-2022,Pune,New Delhi,20:20,22:30,0,"8,673"
488,IndiGo,27-Apr-2022,Pune,New Delhi,04:55,06:55,0,"8,989"
489,Vistara,27-Apr-2022,Pune,New Delhi,05:55,08:05,0,"9,303"
490,Vistara,27-Apr-2022,Pune,New Delhi,16:55,19:05,0,"9,303"
491,Vistara,27-Apr-2022,Pune,New Delhi,11:15,13:30,0,"9,303"
492,IndiGo,27-Apr-2022,Pune,New Delhi,11:10,13:15,0,"9,408"
493,Air Asia,27-Apr-2022,Pune,New Delhi,19:15,01:20,1,"9,671"
494,SpiceJet,27-Apr-2022,Pune,New Delhi,06:40,08:50,0,"10,143"
495,Air India,27-Apr-2022,Pune,New Delhi,07:30,09:50,0,"10,668"
496,IndiGo,27-Apr-2022,Pune,New Delhi,00:45,07:45,1,"10,668"
497,IndiGo,27-Apr-2022,Pune,New Delhi,22:40,05:50,1,"11,141"
498,IndiGo,27-Apr-2022,Pune,New Delhi,07:40,09:45,0,"11,298"
499,IndiGo,27-Apr-2022,Pune,New Delhi,22:40,07:40,1,"12,033"
500,IndiGo,27-Apr-2022,Pune,New Delhi,22:40,09:25,1,"12,033"
501,IndiGo,27-Apr-2022,Pune,New Delhi,00:05,07:15,1,"12,191"
502,IndiGo,27-Apr-2022,Pune,New Delhi,11:00,17:05,1,"12,348"
503,IndiGo,27-Apr-2022,Pune,New Delhi,04:55,09:25,1,"12,453"
504,IndiGo,27-Apr-2022,Pune,New Delhi,17:50,00:20,1,"12,453"
505,IndiGo,27-Apr-2022,Pune,New Delhi,13:30,23:05,1,"12,558"
506,IndiGo,27-Apr-2022,Pune,New Delhi,13:30,19:25,1,"12,611"
507,IndiGo,27-Apr-2022,Pune,New Delhi,00:05,09:15,1,"12,768"
508,IndiGo,27-Apr-2022,Pune,New Delhi,00:50,07:20,1,"12,779"
509,IndiGo,27-Apr-2022,Pune,New Delhi,00:50,08:45,1,"12,779"
510,SpiceJet,27-Apr-2022,Pune,New Delhi,12:00,23:30,1,"12,988"
511,SpiceJet,27-Apr-2022,Pune,New Delhi,12:00,14:00,1,"12,988"
512,IndiGo,27-Apr-2022,Pune,New Delhi,00:15,09:20,1,"13,398"
513,SpiceJet,27-Apr-2022,Pune,New Delhi,07:50,07:25,1,"13,805"
514,IndiGo,27-Apr-2022,Pune,New Delhi,03:10,13:00,1,"14,028"
515,IndiGo,27-Apr-2022,Pune,New Delhi,06:25,12:10,1,"14,448"
516,IndiGo,27-Apr-2022,Pune,New Delhi,06:25,13:55,1,"14,448"
517,IndiGo,27-Apr-2022,Pune,New Delhi,06:25,16:15,1,"14,448"
518,Go First,27-Apr-2022,Pune,New Delhi,23:10,09:40,1,"14,630"
519,IndiGo,27-Apr-2022,Pune,New Delhi,03:30,14:15,1,"14,868"
520,IndiGo,27-Apr-2022,Pune,New Delhi,13:55,20:00,1,"15,393"
521,IndiGo,27-Apr-2022,Pune,New Delhi,13:55,22:20,1,"15,393"
522,IndiGo,27-Apr-2022,Pune,New Delhi,13:55,23:30,1,"15,393"
523,IndiGo,27-Apr-2022,Pune,New Delhi,13:55,00:45,1,"15,393"
524,Air Asia,27-Apr-2022,Pune,New Delhi,19:15,08:55,1,"16,665"
525,IndiGo,27-Apr-2022,Pune,New Delhi,03:30,12:20,1,"16,968"
526,SpiceJet,27-Apr-2022,Pune,New Delhi,12:05,17:45,1,"17,304"
527,SpiceJet,27-Apr-2022,Pune,New Delhi,12:05,01:25,1,"17,304"
528,SpiceJet,27-Apr-2022,Pune,New Delhi,12:05,21:00,1,"23,058"
529,Go First,27-Apr-2022,Pune,Bangalore,22:50,00:10,0,"6,573"
530,Go First,27-Apr-2022,Pune,Bangalore,20:05,21:35,0,"6,573"
531,IndiGo,27-Apr-2022,Pune,Bangalore,22:25,23:55,0,"6,573"
532,IndiGo,27-Apr-2022,Pune,Bangalore,01:00,02:35,0,"6,573"
533,SpiceJet,27-Apr-2022,Pune,Bangalore,15:15,16:50,0,"6,573"
534,IndiGo,27-Apr-2022,Pune,Bangalore,19:05,20:40,0,"6,573"
535,IndiGo,27-Apr-2022,Pune,Bangalore,07:35,09:20,0,"6,573"
536,SpiceJet,27-Apr-2022,Pune,Bangalore,22:30,09:00,1,"6,573"
537,SpiceJet,27-Apr-2022,Pune,Bangalore,17:35,09:00,1,"6,573"
538,IndiGo,27-Apr-2022,Pune,Bangalore,15:55,17:20,0,"7,203"
539,IndiGo,27-Apr-2022,Pune,Bangalore,04:35,06:05,0,"7,413"
540,IndiGo,27-Apr-2022,Pune,Bangalore,13:00,14:25,0,"7,833"
541,Air Asia,27-Apr-2022,Pune,Bangalore,19:15,20:40,0,"8,452"
542,IndiGo,27-Apr-2022,Pune,Bangalore,00:05,03:35,1,"9,513"
543,IndiGo,27-Apr-2022,Pune,Bangalore,00:05,09:30,1,"9,513"
544,IndiGo,27-Apr-2022,Pune,Bangalore,00:05,09:30,1,"10,038"
545,IndiGo,27-Apr-2022,Pune,Bangalore,00:05,08:15,1,"10,458"
546,IndiGo,27-Apr-2022,Pune,Bangalore,23:40,09:55,1,"10,668"
547,IndiGo,27-Apr-2022,Pune,Bangalore,23:40,08:40,1,"10,983"
548,IndiGo,27-Apr-2022,Pune,Bangalore,01:05,09:55,1,"11,036"
549,IndiGo,27-Apr-2022,Pune,Bangalore,05:45,09:55,1,"11,456"
550,IndiGo,27-Apr-2022,Pune,Bangalore,01:05,08:40,1,"11,456"
551,IndiGo,27-Apr-2022,Pune,Bangalore,05:45,14:00,1,"11,456"
552,IndiGo,27-Apr-2022,Pune,Bangalore,05:45,12:10,1,"11,771"
553,IndiGo,27-Apr-2022,Pune,Bangalore,14:40,18:50,1,"11,981"
554,IndiGo,27-Apr-2022,Pune,Bangalore,17:40,22:20,1,"11,981"
555,IndiGo,27-Apr-2022,Pune,Bangalore,14:40,22:20,1,"11,981"
556,Go First,27-Apr-2022,Pune,Bangalore,23:10,10:10,1,"12,216"
557,IndiGo,27-Apr-2022,Pune,Bangalore,14:40,19:55,1,"12,506"
558,IndiGo,27-Apr-2022,Pune,Bangalore,06:25,10:35,1,"12,926"
559,IndiGo,27-Apr-2022,Pune,Bangalore,13:55,23:40,1,"13,241"
560,IndiGo,27-Apr-2022,Pune,Bangalore,06:25,13:10,1,"13,556"
561,SpiceJet,27-Apr-2022,Pune,Bangalore,12:05,23:25,1,"13,672"
562,Vistara,27-Apr-2022,Pune,Bangalore,20:20,09:00,1,"14,020"
563,Vistara,27-Apr-2022,Pune,Bangalore,20:20,11:50,1,"14,020"
564,IndiGo,27-Apr-2022,Pune,Bangalore,13:55,19:20,1,"14,081"
565,IndiGo,27-Apr-2022,Pune,Bangalore,13:55,17:55,1,"14,291"
566,IndiGo,27-Apr-2022,Pune,Bangalore,13:55,21:35,1,"14,291"
567,IndiGo,27-Apr-2022,Pune,Bangalore,04:20,09:15,1,"14,606"
568,Vistara,27-Apr-2022,Pune,Bangalore,20:20,10:50,1,"14,776"
569,Vistara,27-Apr-2022,Pune,Bangalore,16:55,09:00,1,"14,776"
570,Vistara,27-Apr-2022,Pune,Bangalore,16:55,10:50,1,"14,776"
571,Vistara,27-Apr-2022,Pune,Bangalore,16:55,11:50,1,"14,776"
572,Vistara,27-Apr-2022,Pune,Bangalore,11:15,09:00,1,"14,776"
573,Vistara,27-Apr-2022,Pune,Bangalore,11:15,10:50,1,"14,776"
574,Vistara,27-Apr-2022,Pune,Bangalore,05:55,09:00,1,"14,776"
575,Vistara,27-Apr-2022,Pune,Bangalore,05:55,10:50,1,"14,776"
576,Go First,27-Apr-2022,Pune,Bangalore,22:35,08:35,1,"15,260"
577,Go First,27-Apr-2022,Pune,Bangalore,12:15,23:20,1,"15,260"
578,Go First,27-Apr-2022,Pune,Bangalore,21:15,08:35,1,"15,260"
579,Go First,27-Apr-2022,Pune,Bangalore,19:35,08:35,1,"15,260"
580,Air India,27-Apr-2022,Pune,Bangalore,18:50,08:55,1,"15,393"
581,Air India,27-Apr-2022,Pune,Bangalore,18:50,12:30,1,"15,393"
582,Air India,27-Apr-2022,Pune,Bangalore,18:50,00:20,2,"15,669"
583,Air India,27-Apr-2022,Pune,Bangalore,18:50,00:20,2,"16,131"
584,SpiceJet,27-Apr-2022,Pune,Bangalore,06:40,09:00,1,"17,909"
585,Vistara,27-Apr-2022,Pune,Bangalore,20:20,17:05,1,"18,333"
586,Vistara,27-Apr-2022,Pune,Bangalore,20:20,18:50,1,"18,333"
587,Vistara,27-Apr-2022,Pune,Bangalore,20:20,23:20,1,"18,333"
588,Air India,27-Apr-2022,Pune,Bangalore,07:30,00:05,1,"18,438"
589,Vistara,27-Apr-2022,Pune,Bangalore,05:55,11:50,1,"18,963"
590,Vistara,27-Apr-2022,Pune,Bangalore,16:55,23:20,1,"18,963"
591,Vistara,27-Apr-2022,Pune,Bangalore,11:15,23:20,1,"18,963"
592,Vistara,27-Apr-2022,Pune,Bangalore,05:55,23:20,1,"18,963"
593,Vistara,27-Apr-2022,Pune,Bangalore,16:55,18:50,1,"18,963"
594,Vistara,27-Apr-2022,Pune,Bangalore,16:55,08:45,2,"19,081"
595,Vistara,27-Apr-2022,Pune,Bangalore,20:20,20:25,1,"19,278"
596,Vistara,27-Apr-2022,Pune,Bangalore,11:15,19:30,2,"19,396"
597,Air India,27-Apr-2022,Pune,Bangalore,07:30,00:20,2,"19,481"
598,Vistara,27-Apr-2022,Pune,Bangalore,20:20,21:50,2,"19,606"
599,Vistara,27-Apr-2022,Pune,Bangalore,05:55,16:00,2,"19,816"
600,Vistara,27-Apr-2022,Pune,Bangalore,20:20,16:00,2,"20,236"
601,Vistara,27-Apr-2022,Pune,Bangalore,16:55,16:00,2,"20,236"
602,Vistara,27-Apr-2022,Pune,Bangalore,11:15,16:00,2,"20,236"
603,Vistara,27-Apr-2022,Pune,Bangalore,11:15,16:00,2,"20,236"
604,Vistara,27-Apr-2022,Pune,Bangalore,05:55,16:00,2,"20,236"
605,Air India,27-Apr-2022,Pune,Bangalore,07:30,20:15,1,"20,328"
606,Vistara,27-Apr-2022,Pune,Bangalore,16:55,21:50,2,"20,446"
607,Vistara,27-Apr-2022,Pune,Bangalore,11:15,21:50,2,"20,446"
608,Vistara,27-Apr-2022,Pune,Bangalore,05:55,21:50,2,"20,446"
609,Vistara,27-Apr-2022,Pune,Bangalore,11:15,18:50,1,"20,958"
610,Vistara,27-Apr-2022,Pune,Bangalore,11:15,20:25,1,"20,958"
611,Vistara,27-Apr-2022,Pune,Bangalore,05:55,18:50,1,"20,958"
612,Vistara,27-Apr-2022,Pune,Bangalore,05:55,20:25,1,"20,958"
613,Air India,27-Apr-2022,Pune,Bangalore,07:30,16:15,1,"21,378"
614,Air India,27-Apr-2022,Pune,Bangalore,18:50,17:55,3,"21,483"
615,Vistara,27-Apr-2022,Pune,Bangalore,16:55,22:40,1,"22,218"
616,Vistara,27-Apr-2022,Pune,Bangalore,11:15,17:05,1,"22,218"
617,Vistara,27-Apr-2022,Pune,Bangalore,05:55,17:05,1,"22,218"
618,Vistara,27-Apr-2022,Pune,Bangalore,11:15,22:40,1,"22,218"
619,Vistara,27-Apr-2022,Pune,Bangalore,05:55,22:40,1,"22,218"
620,Vistara,27-Apr-2022,Pune,Bangalore,11:15,19:15,2,"22,638"
621,SpiceJet,27-Apr-2022,Pune,Bangalore,06:40,22:30,1,"23,450"
622,Vistara,27-Apr-2022,Pune,Bangalore,05:55,16:20,2,"23,690"
623,Vistara,27-Apr-2022,Pune,Bangalore,11:15,16:20,2,"23,690"
624,Vistara,27-Apr-2022,Pune,Bangalore,05:55,16:20,2,"23,690"
625,Vistara,27-Apr-2022,Pune,Bangalore,11:15,20:55,2,"24,213"
626,Air India,27-Apr-2022,Pune,Bangalore,07:30,17:55,2,"24,528"
627,Air India,27-Apr-2022,Pune,Bangalore,18:50,16:15,1,"27,573"
628,Air India,27-Apr-2022,Pune,Bangalore,07:30,00:20,2,"28,413"
629,IndiGo,27-Apr-2022,Bangalore,Pune,11:05,12:15,0,"6,529"
